performer_id,degree
A_68775,117
A_99029,117
A_5886,117
A_51202,117
A_425605,116
A_51817,116
A_54195,116
A_425621,116
A_90162,116
A_57731,116
A_14998,116
A_480023,116
A_7808,116
A_422006,116
A_4232,116
A_376335,116
A_45056,116
A_50207,116
A_89502,116
A_45458,116
A_66712,116
A_31817,116
A_96670,116
A_399197,116
A_79295,116
A_15584,116
A_21354,116
A_55172,116
A_84311,116
A_380290,116
A_56914,116
A_81216,116
A_90592,116
A_6079,116
A_74759,116
A_45717,116
A_89394,116
A_41905,116
A_65092,116
A_410554,116
A_115136,116
A_62214,116
A_45349,116
A_57195,116
A_62086,116
A_29922,116
A_115865,116
A_474972,116
A_48281,116
A_77538,116
A_96445,116
A_31647,116
A_77583,116
A_105340,116
A_48420,116
A_88235,116
A_118824,116
A_70782,116
A_99815,116
A_97772,116
A_54797,116
A_67879,116
A_422015,116
A_114463,116
A_117184,116
A_77651,116
A_98848,116
A_54145,116
A_37678,116
A_41906,116
A_36302,116
A_73424,116
A_97470,116
A_98065,116
A_52244,116
A_60484,116
A_118421,116
A_99774,116
A_94885,116
A_64565,116
A_111595,115
A_81068,115
A_386986,115
A_106394,115
A_76945,115
A_69912,115
A_32858,115
A_81516,115
A_64327,115
A_77573,115
A_55471,115
A_4130,115
A_42641,115
A_78465,115
A_41805,115
A_93590,115
A_45173,115
A_81136,115
A_70779,115
A_16104,115
A_82604,115
A_67883,115
A_82202,115
A_93523,115
A_45279,115
A_79008,115
A_35109,115
A_61995,115
A_52675,115
A_38180,115
A_55017,115
A_49471,115
A_74315,115
A_115224,115
A_67169,115
A_410693,115
A_97290,115
A_113896,115
A_47264,115
A_16551,115
A_94757,115
A_98023,115
A_45345,115
A_55498,115
A_47578,115
A_426377,115
A_88334,115
A_50106,115
A_77038,115
A_38570,115
A_42808,115
A_54606,115
A_60041,115
A_50492,115
A_81394,115
A_77792,115
A_4904,115
A_112505,115
A_486869,115
A_95024,115
A_44848,115
A_81715,115
A_61925,115
A_36504,115
A_81125,115
A_47584,115
A_62836,114
A_33820,114
A_56315,114
A_38300,114
A_55196,114
A_79126,114
A_91874,114
A_39186,114
A_43826,114
A_88629,114
A_93393,114
A_69686,114
A_99753,114
A_13171,114
A_52103,114
A_34052,114
A_89868,114
A_91861,114
A_101854,114
A_426372,114
A_81170,114
A_440606,114
A_88233,114
A_475934,114
A_91877,114
A_102818,114
A_68921,114
A_1101,114
A_64552,114
A_55616,114
A_62934,114
A_453883,114
A_57223,114
A_117523,114
A_111448,114
A_96689,114
A_89020,114
A_50966,114
A_426368,114
A_88238,114
A_62855,114
A_96886,114
A_415897,114
A_44937,114
A_64075,114
A_72508,114
A_108071,114
A_113908,114
A_101016,114
A_115784,114
A_14226,114
A_114250,114
A_37909,114
A_393836,114
A_81497,114
A_6920,114
A_387386,114
A_82575,114
A_42764,114
A_71509,114
A_3942,114
A_399268,114
A_67073,114
A_68659,114
A_115221,114
A_46432,114
A_60425,114
A_51850,114
A_426365,114
A_34854,114
A_101925,114
A_59886,114
A_111685,114
A_48446,114
A_93891,114
A_93256,113
A_47685,113
A_114043,113
A_102318,113
A_460794,113
A_115647,113
A_460819,113
A_118497,113
A_460784,113
A_118504,113
A_441046,113
A_114308,113
A_58626,113
A_42827,113
A_478731,113
A_460828,113
A_460823,113
A_118515,113
A_85386,113
A_115656,113
A_118453,113
A_44807,113
A_42351,113
A_48832,113
A_460831,113
A_66942,113
A_115838,113
A_478717,113
A_460817,113
A_478718,113
A_118455,113
A_89623,113
A_460829,113
A_118443,113
A_115629,113
A_459979,113
A_118452,113
A_77063,113
A_63964,113
A_118508,113
A_56582,113
A_14688,113
A_105838,113
A_386315,113
A_97455,113
A_472142,113
A_118516,113
A_31315,113
A_460811,113
A_59732,113
A_111509,113
A_421739,113
A_118445,113
A_100830,113
A_118517,113
A_460808,113
A_36147,113
A_47556,113
A_42706,113
A_118495,113
A_118454,113
A_118519,113
A_460813,113
A_390928,113
A_118450,113
A_460799,113
A_9510,113
A_478726,113
A_460792,113
A_118459,113
A_460827,113
A_118457,113
A_460783,113
A_460806,113
A_99094,113
A_478725,113
A_65053,113
A_478734,113
A_118505,113
A_460786,113
A_64628,113
A_58344,113
A_460830,113
A_118506,113
A_478721,113
A_460822,113
A_21156,113
A_477976,113
A_460820,113
A_460810,113
A_118514,113
A_41801,113
A_55755,113
A_115566,113
A_460795,113
A_118511,113
A_115626,113
A_448822,113
A_460789,113
A_54420,113
A_55927,113
A_478720,113
A_68108,113
A_37573,113
A_478331,113
A_460816,113
A_57873,113
A_81088,113
A_468181,113
A_93118,113
A_107334,113
A_60806,113
A_53343,113
A_421059,113
A_460797,113
A_118448,113
A_87803,113
A_452244,113
A_51411,113
A_118501,113
A_460814,113
A_71676,113
A_478723,113
A_118449,113
A_65590,113
A_23250,113
A_460785,113
A_51305,113
A_478733,113
A_460826,113
A_74269,113
A_118524,113
A_427121,113
A_118526,113
A_460787,113
A_70244,113
A_386997,113
A_478724,113
A_47627,113
A_420985,113
A_11706,113
A_39556,113
A_37151,113
A_118444,113
A_460825,113
A_460788,113
A_441185,113
A_3969,113
A_61957,113
A_52019,113
A_398178,113
A_53396,113
A_118525,113
A_460804,113
A_460818,113
A_34131,113
A_460790,113
A_118446,113
A_118503,113
A_460821,113
A_478728,113
A_481688,113
A_29746,113
A_460801,113
A_478727,113
A_118522,113
A_76476,113
A_118710,113
A_478722,113
A_478719,113
A_113369,113
A_1525,113
A_478730,113
A_115640,113
A_460807,113
A_45155,113
A_40437,113
A_460793,113
A_77294,113
A_92318,113
A_399314,113
A_438823,113
A_118502,113
A_478729,113
A_460802,113
A_79609,113
A_478732,113
A_118451,113
A_37308,113
A_118510,113
A_460798,113
A_118523,113
A_422165,113
A_43869,113
A_460800,113
A_113620,113
A_118507,113
A_118499,113
A_79800,113
A_460815,113
A_463965,113
A_70613,113
A_460832,113
A_118447,113
A_116080,113
A_460803,113
A_49426,113
A_45089,113
A_431617,113
A_39614,113
A_115387,113
A_96936,113
A_7245,113
A_473389,113
A_118466,113
A_118500,113
A_68089,113
A_118458,113
A_63000,112
A_67701,112
A_62001,112
A_47057,112
A_43041,112
A_115989,112
A_56758,112
A_473618,112
A_73837,112
A_62296,112
A_111530,112
A_33670,112
A_31292,112
A_479238,112
A_42716,112
A_116004,112
A_81841,112
A_56830,112
A_78817,112
A_114581,112
A_79534,112
A_67773,112
A_76993,112
A_98077,112
A_31376,112
A_101632,112
A_98409,112
A_506768,112
A_15762,112
A_24079,112
A_380279,112
A_51080,112
A_113538,112
A_447899,112
A_97237,112
A_77168,112
A_115988,112
A_94298,112
A_115991,112
A_67552,112
A_93553,112
A_92374,112
A_62042,112
A_67290,112
A_62660,112
A_98396,112
A_50911,112
A_99714,112
A_98783,112
A_58463,112
A_118877,112
A_412940,112
A_40662,112
A_21119,112
A_66904,112
A_44554,112
A_36800,112
A_30707,112
A_71533,111
A_4926,111
A_77388,111
A_45250,111
A_466429,111
A_99104,111
A_58648,111
A_31303,111
A_94758,111
A_63145,111
A_30996,111
A_422700,111
A_376800,111
A_1329,111
A_87356,111
A_72398,111
A_426024,111
A_37435,111
A_73836,111
A_52429,111
A_95883,111
A_377136,111
A_114238,111
A_93326,111
A_479587,111
A_85170,111
A_89700,111
A_33498,111
A_384254,111
A_415311,111
A_477830,111
A_44677,111
A_43255,111
A_78602,111
A_43736,111
A_63148,111
A_482051,111
A_92344,111
A_99773,111
A_496712,111
A_113613,111
A_45307,111
A_15285,111
A_44729,111
A_59429,111
A_94860,111
A_114246,111
A_453870,111
A_393856,111
A_81230,111
A_1189,111
A_41172,111
A_115985,111
A_57286,111
A_87261,111
A_36231,111
A_67000,111
A_106872,111
A_405990,111
A_32644,111
A_55408,111
A_113869,111
A_59420,111
A_397578,111
A_458779,111
A_68693,111
A_31712,111
A_73377,111
A_114978,111
A_55893,111
A_89699,111
A_387018,111
A_95441,110
A_111648,110
A_486467,110
A_54457,110
A_91043,110
A_80933,110
A_56005,110
A_88752,110
A_45642,110
A_117274,110
A_51651,110
A_34459,110
A_78606,110
A_453850,110
A_94846,110
A_77947,110
A_95336,110
A_422096,110
A_65728,110
A_58733,110
A_111425,110
A_102282,110
A_42748,110
A_485827,110
A_490545,110
A_101600,110
A_36002,110
A_30057,110
A_60453,110
A_41149,110
A_54975,110
A_458810,110
A_58734,110
A_33543,110
A_54782,110
A_54726,110
A_445999,110
A_14805,110
A_103183,110
A_49181,110
A_55758,110
A_421737,110
A_92713,110
A_62287,110
A_94493,110
A_59854,110
A_68908,110
A_8870,110
A_97687,110
A_60331,110
A_74795,110
A_67164,110
A_40902,110
A_37523,110
A_484630,110
A_40218,110
A_119088,110
A_422082,110
A_457713,110
A_57997,110
A_422086,110
A_380281,110
A_106172,110
A_47349,110
A_77086,110
A_103939,110
A_92157,110
A_90123,110
A_79177,110
A_88623,110
A_96317,110
A_67562,110
A_419166,110
A_33398,110
A_9115,109
A_426011,109
A_422286,109
A_425993,109
A_479725,109
A_51389,109
A_60839,109
A_43203,109
A_425987,109
A_81815,109
A_31603,109
A_49350,109
A_47053,109
A_93077,109
A_426013,109
A_111143,109
A_380004,109
A_79032,109
A_67684,109
A_53832,109
A_56786,109
A_425999,109
A_425981,109
A_420103,109
A_426007,109
A_382192,109
A_77087,109
A_43281,109
A_73648,109
A_426019,109
A_426000,109
A_39329,109
A_93941,109
A_410260,109
A_81499,109
A_42899,109
A_425991,109
A_22028,109
A_426006,109
A_426001,109
A_425995,109
A_102862,109
A_32536,109
A_34498,109
A_36979,109
A_95031,109
A_423936,109
A_95602,109
A_118245,109
A_425998,109
A_426016,109
A_480791,109
A_79110,109
A_426017,109
A_77184,109
A_79655,109
A_89539,109
A_426008,109
A_425982,109
A_88153,109
A_426014,109
A_66842,109
A_479729,109
A_41662,109
A_29842,109
A_426010,109
A_39416,109
A_46673,109
A_33439,109
A_51372,109
A_96242,109
A_95810,109
A_54234,109
A_60671,109
A_425985,109
A_425990,109
A_118017,109
A_85389,109
A_118752,109
A_413054,109
A_426003,109
A_426018,109
A_113585,109
A_78436,109
A_80785,109
A_89188,109
A_38641,109
A_35119,109
A_92745,109
A_93016,109
A_38732,109
A_92380,109
A_69077,109
A_425996,109
A_31176,109
A_425986,109
A_426015,109
A_428155,109
A_425983,109
A_426009,109
A_51374,109
A_413139,109
A_393738,109
A_84613,109
A_425988,109
A_57216,109
A_442589,109
A_89615,109
A_97443,109
A_88209,109
A_426005,109
A_441999,108
A_441968,108
A_441997,108
A_47202,108
A_398162,108
A_456952,108
A_114039,108
A_59077,108
A_441993,108
A_69075,108
A_114275,108
A_442002,108
A_477981,108
A_84195,108
A_477988,108
A_81580,108
A_477985,108
A_76980,108
A_35863,108
A_118613,108
A_42890,108
A_112222,108
A_441962,108
A_94939,108
A_68024,108
A_46015,108
A_115388,108
A_442004,108
A_419684,108
A_63702,108
A_94791,108
A_421579,108
A_57179,108
A_93155,108
A_442009,108
A_441969,108
A_441970,108
A_112628,108
A_441987,108
A_42016,108
A_65663,108
A_378029,108
A_52173,108
A_38747,108
A_67215,108
A_441982,108
A_81082,108
A_52339,108
A_441972,108
A_94316,108
A_36820,108
A_43428,108
A_47624,108
A_441975,108
A_441981,108
A_55630,108
A_441984,108
A_35677,108
A_441988,108
A_99246,108
A_441990,108
A_80623,108
A_441960,108
A_103648,108
A_94927,108
A_119034,108
A_442005,108
A_441974,108
A_421569,108
A_442008,108
A_103566,108
A_67856,108
A_30414,108
A_441971,108
A_441959,108
A_116154,108
A_441980,108
A_31222,108
A_78795,108
A_442007,108
A_97051,108
A_50592,108
A_56526,108
A_441991,108
A_480656,108
A_57568,108
A_441989,108
A_441963,108
A_442000,108
A_442011,108
A_441998,108
A_113552,108
A_31658,108
A_382209,108
A_117797,108
A_81790,108
A_60056,108
A_115461,108
A_441994,108
A_68813,108
A_95071,108
A_62389,108
A_441986,108
A_39781,108
A_441965,108
A_441978,108
A_41290,108
A_441983,108
A_115513,108
A_477978,108
A_90586,108
A_69544,108
A_113138,108
A_84865,108
A_113678,108
A_76933,108
A_113707,108
A_81091,108
A_441995,108
A_115633,108
A_412067,108
A_47288,108
A_441977,108
A_50210,108
A_74576,108
A_16301,108
A_56371,108
A_105670,108
A_441966,108
A_442006,108
A_441979,108
A_67685,108
A_479267,107
A_479273,107
A_479308,107
A_479300,107
A_89403,107
A_73839,107
A_479251,107
A_479307,107
A_94314,107
A_479292,107
A_393745,107
A_60439,107
A_62318,107
A_55509,107
A_479303,107
A_35224,107
A_51534,107
A_80019,107
A_113128,107
A_36061,107
A_47426,107
A_35035,107
A_67956,107
A_44334,107
A_479312,107
A_412070,107
A_68247,107
A_479269,107
A_479309,107
A_111475,107
A_414562,107
A_114814,107
A_47201,107
A_425682,107
A_91347,107
A_479249,107
A_479299,107
A_95248,107
A_116951,107
A_78890,107
A_118795,107
A_479310,107
A_115963,107
A_479248,107
A_479295,107
A_479262,107
A_88582,107
A_479302,107
A_479297,107
A_38154,107
A_479280,107
A_55791,107
A_30509,107
A_479265,107
A_479256,107
A_99325,107
A_116086,107
A_69828,107
A_479306,107
A_94920,107
A_479281,107
A_479296,107
A_34336,107
A_479266,107
A_514616,107
A_479268,107
A_41542,107
A_90257,107
A_118160,107
A_479264,107
A_70776,107
A_68849,107
A_85454,107
A_479290,107
A_114817,107
A_479259,107
A_36444,107
A_68417,107
A_33593,107
A_479261,107
A_116579,107
A_453550,107
A_479291,107
A_479254,107
A_73444,107
A_59468,107
A_479289,107
A_50443,107
A_37136,107
A_64213,107
A_37053,107
A_50206,107
A_101173,107
A_68313,107
A_479255,107
A_479258,107
A_81512,107
A_56483,107
A_98492,107
A_479274,107
A_479279,107
A_111146,107
A_479298,107
A_94399,107
A_479288,107
A_32523,107
A_98688,107
A_88072,107
A_479301,107
A_45410,107
A_461817,107
A_60098,107
A_46832,107
A_29963,107
A_479305,107
A_479313,107
A_111263,107
A_62792,107
A_49223,107
A_116082,107
A_479287,107
A_45152,107
A_1354,107
A_115857,107
A_50953,107
A_479278,107
A_479260,107
A_32260,107
A_99765,107
A_102707,107
A_95094,107
A_479252,107
A_64668,107
A_12538,107
A_479271,107
A_479272,107
A_116071,107
A_390938,107
A_422822,107
A_64720,107
A_479275,107
A_115137,107
A_94894,107
A_38674,107
A_53845,107
A_49563,107
A_111144,107
A_479263,107
A_479270,107
A_9804,107
A_98425,107
A_479311,107
A_115568,107
A_34791,107
A_33496,107
A_479257,107
A_97907,107
A_479294,107
A_43769,107
A_479304,107
A_79854,107
A_45168,106
A_62733,106
A_54852,106
A_111136,106
A_93124,106
A_390945,106
A_446430,106
A_116175,106
A_394546,106
A_68919,106
A_14174,106
A_46955,106
A_35786,106
A_66830,106
A_49728,106
A_59990,106
A_78347,106
A_40531,106
A_61759,106
A_50346,106
A_107259,106
A_80918,106
A_60888,106
A_33008,106
A_393739,106
A_67199,106
A_105378,106
A_56509,106
A_45610,106
A_78205,106
A_57332,106
A_60891,106
A_106420,106
A_481690,106
A_64145,106
A_60728,106
A_62027,106
A_37990,106
A_114234,106
A_42311,106
A_68295,106
A_91597,106
A_113383,106
A_106874,106
A_46965,106
A_107828,106
A_32432,106
A_62530,106
A_117453,106
A_41158,106
A_61704,106
A_55756,106
A_55236,106
A_62232,106
A_117845,106
A_69855,106
A_96891,106
A_45710,106
A_30136,106
A_52329,106
A_88749,106
A_43711,106
A_54657,106
A_40638,106
A_78096,106
A_96562,106
A_78197,106
A_22273,106
A_81228,106
A_42591,106
A_114963,106
A_84408,106
A_44240,106
A_422472,106
A_383845,106
A_449745,106
A_78811,106
A_118210,106
A_34376,106
A_117449,106
A_36703,106
A_475005,105
A_117351,105
A_117374,105
A_475007,105
A_89483,105
A_67258,105
A_80705,105
A_96040,105
A_45285,105
A_117319,105
A_81184,105
A_113871,105
A_376142,105
A_117363,105
A_117336,105
A_113856,105
A_62334,105
A_117345,105
A_85895,105
A_117344,105
A_475012,105
A_419225,105
A_106013,105
A_68492,105
A_117301,105
A_117358,105
A_75960,105
A_117318,105
A_47497,105
A_475017,105
A_117350,105
A_117376,105
A_475003,105
A_117360,105
A_475020,105
A_117380,105
A_513100,105
A_37361,105
A_117356,105
A_117365,105
A_84424,105
A_35005,105
A_5540,105
A_479632,105
A_117355,105
A_41411,105
A_37217,105
A_475002,105
A_117353,105
A_79656,105
A_117317,105
A_114930,105
A_117320,105
A_117346,105
A_475013,105
A_111022,105
A_68556,105
A_117341,105
A_475026,105
A_115215,105
A_117333,105
A_41707,105
A_45313,105
A_76681,105
A_117337,105
A_67539,105
A_117379,105
A_117321,105
A_60051,105
A_117366,105
A_383940,105
A_459344,105
A_77810,105
A_117371,105
A_117364,105
A_1493,105
A_79471,105
A_117334,105
A_93478,105
A_69137,105
A_88733,105
A_468340,105
A_102871,105
A_88732,105
A_117343,105
A_475015,105
A_99567,105
A_41737,105
A_117328,105
A_67764,105
A_117369,105
A_47232,105
A_117296,105
A_52232,105
A_118869,105
A_475024,105
A_99180,105
A_61055,105
A_75019,105
A_472573,105
A_410813,105
A_7453,105
A_43318,105
A_38888,105
A_81292,105
A_117361,105
A_74534,105
A_49842,105
A_475022,105
A_475006,105
A_113421,105
A_67334,105
A_115691,105
A_475000,105
A_384253,105
A_117367,105
A_475010,105
A_475019,105
A_69635,105
A_444450,105
A_445998,105
A_88998,105
A_419927,105
A_117352,105
A_118892,105
A_117378,105
A_475018,105
A_117315,105
A_116008,105
A_66746,105
A_117332,105
A_6237,105
A_117359,105
A_112092,105
A_447837,105
A_117335,105
A_117357,105
A_117348,105
A_475016,105
A_29714,105
A_475001,105
A_117368,105
A_55131,105
A_36531,105
A_117377,105
A_117372,105
A_64751,105
A_88734,105
A_51785,105
A_64339,105
A_70802,105
A_475025,105
A_115732,105
A_475011,105
A_56736,105
A_53425,105
A_81653,105
A_117373,105
A_29509,105
A_88880,105
A_67519,105
A_55889,105
A_433659,105
A_93151,105
A_117339,105
A_94504,105
A_57960,105
A_475023,105
A_58168,105
A_472429,105
A_111141,105
A_4884,105
A_475008,105
A_117375,105
A_117330,105
A_43913,105
A_115660,104
A_103563,104
A_68965,104
A_32480,104
A_375574,104
A_387158,104
A_383059,104
A_119146,104
A_103547,104
A_107675,104
A_427349,104
A_460876,104
A_391894,104
A_7257,104
A_67649,104
A_105736,104
A_11656,104
A_69629,104
A_98747,104
A_114768,104
A_52692,104
A_381730,104
A_67678,104
A_89633,104
A_88244,104
A_481342,104
A_383656,104
A_41976,104
A_69800,104
A_380749,104
A_55129,104
A_73382,104
A_95677,104
A_101113,104
A_1451,104
A_31288,104
A_100760,104
A_32698,104
A_93081,104
A_89409,104
A_49792,104
A_65998,104
A_77003,104
A_69038,104
A_14378,104
A_64935,104
A_48935,104
A_70329,104
A_73266,104
A_99339,104
A_47293,104
A_91029,104
A_68374,104
A_48700,104
A_114255,104
A_77307,104
A_6919,104
A_53195,104
A_35199,104
A_49584,104
A_425630,104
A_85396,104
A_69325,104
A_49840,104
A_38440,104
A_76437,104
A_47155,104
A_56096,104
A_37213,104
A_468332,104
A_449211,104
A_65867,104
A_95420,104
A_113091,104
A_425104,104
A_46260,104
A_62784,104
A_481337,104
A_375981,104
A_68468,104
A_49969,104
A_375576,104
A_60890,104
A_383654,104
A_45352,104
A_63951,104
A_14150,104
A_113486,104
A_45990,104
A_57956,104
A_42526,104
A_99988,104
A_16193,104
A_93596,104
A_74213,104
A_15803,104
A_32822,104
A_65483,104
A_45130,104
A_56643,104
A_375973,104
A_30675,104
A_30721,104
A_69007,104
A_88811,104
A_102561,104
A_72286,103
A_63158,103
A_87809,103
A_101779,103
A_107427,103
A_94422,103
A_77529,103
A_64076,103
A_30860,103
A_474530,103
A_38083,103
A_97239,103
A_75657,103
A_73781,103
A_81278,103
A_73775,103
A_5948,103
A_65706,103
A_95087,103
A_61923,103
A_116628,103
A_516120,103
A_29635,103
A_36017,103
A_52980,103
A_16030,103
A_95293,103
A_80941,103
A_80774,103
A_430278,103
A_95913,103
A_67703,103
A_474543,103
A_70255,103
A_46738,103
A_101652,103
A_88252,103
A_63977,103
A_67059,103
A_95947,103
A_42744,103
A_67785,103
A_64473,103
A_62687,103
A_53490,103
A_37227,103
A_99837,103
A_39992,103
A_76909,103
A_103614,103
A_94932,103
A_85889,103
A_116989,103
A_78880,103
A_113502,103
A_88586,103
A_32457,103
A_462266,103
A_96244,103
A_474613,103
A_114041,103
A_65050,103
A_87156,103
A_44113,103
A_29920,103
A_96800,103
A_411495,103
A_113953,103
A_386328,103
A_97711,103
A_81117,103
A_48644,103
A_68532,103
A_78604,103
A_51406,103
A_73750,103
A_390947,103
A_70655,103
A_67569,103
A_56654,103
A_63847,103
A_33849,103
A_62403,103
A_68594,103
A_73724,103
A_68750,103
A_114364,103
A_105694,103
A_80646,103
A_113480,103
A_73725,103
A_47177,103
A_68839,103
A_73718,103
A_432864,103
A_59107,103
A_52209,103
A_81211,103
A_38489,103
A_16142,102
A_56565,102
A_412482,102
A_69614,102
A_92394,102
A_30203,102
A_94783,102
A_92433,102
A_56390,102
A_38841,102
A_94798,102
A_57284,102
A_47554,102
A_108571,102
A_78091,102
A_46947,102
A_55971,102
A_111042,102
A_76981,102
A_78023,102
A_67229,102
A_113949,102
A_93547,102
A_77240,102
A_65832,102
A_44515,102
A_35818,102
A_49513,102
A_411283,102
A_45229,102
A_69723,102
A_21256,102
A_71962,102
A_47858,102
A_77927,102
A_60045,102
A_94433,102
A_77640,102
A_56176,102
A_441287,102
A_410877,102
A_33283,102
A_68974,102
A_478985,102
A_105998,102
A_38278,102
A_83425,102
A_479585,102
A_67500,102
A_38022,102
A_92341,102
A_94907,102
A_96833,102
A_41000,102
A_77171,102
A_41078,102
A_36505,102
A_67784,102
A_100827,102
A_64425,102
A_71724,102
A_43138,102
A_88727,102
A_67170,102
A_91348,102
A_32757,102
A_45450,102
A_94236,102
A_48280,102
A_65684,102
A_65275,102
A_411510,102
A_65303,102
A_71791,102
A_106648,102
A_94832,102
A_81409,102
A_102704,102
A_88866,102
A_94760,102
A_53223,102
A_95034,102
A_375515,102
A_57593,102
A_53450,101
A_77269,101
A_38399,101
A_117181,101
A_77069,101
A_102262,101
A_64195,101
A_96370,101
A_97293,101
A_95298,101
A_65190,101
A_77255,101
A_34382,101
A_96008,101
A_441921,101
A_81533,101
A_7214,101
A_115839,101
A_49068,101
A_105597,101
A_60377,101
A_111524,101
A_51416,101
A_59261,101
A_94411,101
A_94020,101
A_47150,101
A_65354,101
A_70693,101
A_47422,101
A_67145,101
A_442054,101
A_30011,101
A_96948,101
A_111148,101
A_33649,101
A_37480,101
A_103548,101
A_116850,101
A_81306,101
A_390941,101
A_70821,101
A_97175,101
A_72589,101
A_63138,101
A_381715,101
A_89381,101
A_106015,101
A_115955,101
A_94926,101
A_58214,101
A_449976,101
A_387805,101
A_32900,101
A_59860,101
A_65235,101
A_42462,101
A_33182,101
A_115954,101
A_67102,101
A_73223,101
A_61457,101
A_115956,101
A_30981,101
A_79712,101
A_111866,101
A_116829,101
A_95604,101
A_103151,101
A_106646,101
A_34101,101
A_36803,101
A_78798,101
A_91026,101
A_68797,101
A_382202,101
A_52635,101
A_54250,101
A_72289,101
A_52152,101
A_105433,101
A_54613,101
A_77045,101
A_117263,101
A_101022,101
A_48929,101
A_99715,100
A_377608,100
A_78614,100
A_88303,100
A_468504,100
A_30067,100
A_94830,100
A_89099,100
A_102661,100
A_49803,100
A_55490,100
A_105769,100
A_48105,100
A_15480,100
A_102385,100
A_43353,100
A_77118,100
A_93929,100
A_458782,100
A_101052,100
A_80989,100
A_29923,100
A_422473,100
A_41365,100
A_36213,100
A_56601,100
A_81098,100
A_468424,100
A_41298,100
A_42538,100
A_22223,100
A_53621,100
A_77098,100
A_4424,100
A_24122,100
A_85868,100
A_47749,100
A_62957,100
A_38080,100
A_87165,100
A_60410,100
A_453112,100
A_30152,100
A_88042,100
A_47147,100
A_114692,100
A_78407,100
A_91821,100
A_82067,100
A_29895,100
A_77057,100
A_422007,100
A_58989,100
A_34727,100
A_422016,100
A_117860,100
A_81412,100
A_49864,100
A_410689,100
A_77068,100
A_68107,100
A_54525,100
A_30766,100
A_99176,100
A_413867,100
A_81354,100
A_50322,100
A_70558,100
A_95242,100
A_92334,100
A_412219,100
A_39559,100
A_14367,100
A_70869,100
A_461171,100
A_49014,100
A_52923,100
A_48862,100
A_77080,100
A_97726,100
A_88332,100
A_37886,100
A_111233,100
A_71289,100
A_59817,100
A_40143,100
A_70191,100
A_36788,100
A_472347,100
A_432867,100
A_68663,99
A_62620,99
A_70137,99
A_60924,99
A_5824,99
A_63889,99
A_392528,99
A_85252,99
A_35755,99
A_70227,99
A_35885,99
A_9084,99
A_57947,99
A_63925,99
A_63315,99
A_57005,99
A_56060,99
A_115970,99
A_446043,99
A_81109,99
A_112580,99
A_42830,99
A_38682,99
A_35421,99
A_99369,99
A_90247,99
A_63999,99
A_425125,99
A_93668,99
A_94305,99
A_45756,99
A_58384,99
A_411507,99
A_36416,99
A_64340,99
A_88899,99
A_59328,99
A_98905,99
A_90147,99
A_375324,99
A_30314,99
A_32792,99
A_95056,99
A_101353,99
A_446042,99
A_107255,99
A_35315,99
A_47296,99
A_101018,99
A_34215,99
A_62947,99
A_52809,99
A_41641,99
A_70559,99
A_96665,99
A_77160,99
A_469433,99
A_87666,99
A_52319,99
A_94145,99
A_91038,99
A_472822,99
A_488260,99
A_60239,99
A_50891,99
A_44070,99
A_89535,99
A_95057,99
A_108486,99
A_66700,99
A_32101,99
A_40460,99
A_51669,99
A_47949,99
A_488569,99
A_375943,99
A_89053,99
A_58156,99
A_470895,99
A_93490,99
A_53151,99
A_65404,99
A_40354,99
A_65597,99
A_63821,99
A_68574,98
A_94712,98
A_479576,98
A_113523,98
A_86494,98
A_78472,98
A_81267,98
A_426040,98
A_42957,98
A_96822,98
A_481510,98
A_112372,98
A_81089,98
A_111957,98
A_94837,98
A_110648,98
A_84434,98
A_63142,98
A_83872,98
A_81600,98
A_36033,98
A_89103,98
A_51367,98
A_385428,98
A_112078,98
A_103710,98
A_59857,98
A_58402,98
A_114314,98
A_84541,98
A_56911,98
A_77026,98
A_21323,98
A_67365,98
A_105408,98
A_97562,98
A_422823,98
A_68133,98
A_62003,98
A_59888,98
A_16254,98
A_72177,98
A_61024,98
A_71519,98
A_48847,98
A_29302,98
A_94692,98
A_422017,98
A_105806,98
A_30309,98
A_95263,98
A_64542,98
A_81421,98
A_376448,98
A_58567,98
A_111054,98
A_63828,98
A_79500,98
A_31908,98
A_71285,98
A_52101,98
A_49019,98
A_97523,98
A_68622,98
A_410535,98
A_485587,98
A_50954,98
A_31148,98
A_95683,98
A_118433,98
A_68297,98
A_84475,98
A_47901,98
A_53679,98
A_90079,98
A_70868,98
A_63358,98
A_96152,98
A_98055,98
A_63555,98
A_54556,98
A_58405,98
A_95113,98
A_115076,98
A_60171,98
A_67211,98
A_41152,97
A_421573,97
A_449119,97
A_54609,97
A_42261,97
A_452303,97
A_94056,97
A_64663,97
A_23532,97
A_29558,97
A_67582,97
A_42118,97
A_58185,97
A_66765,97
A_98375,97
A_460750,97
A_87736,97
A_460763,97
A_109725,97
A_47571,97
A_460770,97
A_460774,97
A_440536,97
A_53047,97
A_460764,97
A_460778,97
A_111757,97
A_36810,97
A_76894,97
A_460761,97
A_91024,97
A_67646,97
A_67860,97
A_460768,97
A_4792,97
A_460777,97
A_460760,97
A_15431,97
A_460681,97
A_92555,97
A_97188,97
A_37901,97
A_71838,97
A_79162,97
A_460752,97
A_41617,97
A_460776,97
A_111767,97
A_30868,97
A_33163,97
A_70565,97
A_452243,97
A_375522,97
A_96287,97
A_16584,97
A_48124,97
A_421581,97
A_111040,97
