source,target,weight,layout_weight
A_110797,A_95343,2,1.0986122886681098
A_522693,A_522692,2,1.0986122886681098
A_522693,A_522695,2,1.0986122886681098
A_522693,A_522694,2,1.0986122886681098
A_522693,A_389117,2,1.0986122886681098
A_522693,A_522696,2,1.0986122886681098
A_522693,A_522690,2,1.0986122886681098
A_522693,A_522697,2,1.0986122886681098
A_522693,A_522699,2,1.0986122886681098
A_522693,A_522689,2,1.0986122886681098
A_522693,A_522698,2,1.0986122886681098
A_522693,A_11469,2,1.0986122886681098
A_34088,A_54707,2,1.0986122886681098
A_34088,A_56984,2,1.0986122886681098
A_34088,A_21119,2,1.0986122886681098
A_34088,A_14482,2,1.0986122886681098
A_72083,A_79656,2,1.0986122886681098
A_72083,A_79657,2,1.0986122886681098
A_72083,A_53932,2,1.0986122886681098
A_72083,A_79658,2,1.0986122886681098
A_66820,A_55879,2,1.0986122886681098
A_66820,A_33917,2,1.0986122886681098
A_53058,A_34332,2,1.0986122886681098
A_85858,A_88632,2,1.0986122886681098
A_85858,A_72278,2,1.0986122886681098
A_85858,A_80830,2,1.0986122886681098
A_85858,A_97693,2,1.0986122886681098
A_85858,A_88631,2,1.0986122886681098
A_85858,A_88903,2,1.0986122886681098
A_85858,A_56997,2,1.0986122886681098
A_30868,A_43727,3,1.3862943611198906
A_30868,A_41072,3,1.3862943611198906
A_30868,A_67650,3,1.3862943611198906
A_30868,A_67379,3,1.3862943611198906
A_30868,A_37672,2,1.0986122886681098
A_30868,A_58434,3,1.3862943611198906
A_30868,A_68083,2,1.0986122886681098
A_30868,A_31720,3,1.3862943611198906
A_30868,A_48925,3,1.3862943611198906
A_30868,A_65705,3,1.3862943611198906
A_30868,A_61015,3,1.3862943611198906
A_30868,A_65117,3,1.3862943611198906
A_38191,A_32433,2,1.0986122886681098
A_75416,A_70210,2,1.0986122886681098
A_39800,A_68107,2,1.0986122886681098
A_106236,A_479877,2,1.0986122886681098
A_106236,A_8025,2,1.0986122886681098
A_106236,A_117946,2,1.0986122886681098
A_106236,A_97539,2,1.0986122886681098
A_106236,A_117655,2,1.0986122886681098
A_106236,A_479867,2,1.0986122886681098
A_106236,A_95573,2,1.0986122886681098
A_106236,A_479875,2,1.0986122886681098
A_106236,A_479872,2,1.0986122886681098
A_106236,A_479869,2,1.0986122886681098
A_106236,A_106191,2,1.0986122886681098
A_106236,A_479876,2,1.0986122886681098
A_106236,A_111233,2,1.0986122886681098
A_106236,A_479874,2,1.0986122886681098
A_106236,A_111241,2,1.0986122886681098
A_106236,A_479873,2,1.0986122886681098
A_106236,A_5942,2,1.0986122886681098
A_106236,A_479879,2,1.0986122886681098
A_106236,A_68385,2,1.0986122886681098
A_106236,A_479870,2,1.0986122886681098
A_45683,A_476036,2,1.0986122886681098
A_45683,A_99817,2,1.0986122886681098
A_45683,A_67333,2,1.0986122886681098
A_45683,A_39487,3,1.3862943611198906
A_68216,A_34581,2,1.0986122886681098
A_68216,A_67211,2,1.0986122886681098
A_51506,A_59777,2,1.0986122886681098
A_53469,A_68044,2,1.0986122886681098
A_97453,A_67578,2,1.0986122886681098
A_111888,A_461856,3,1.3862943611198906
A_111888,A_56467,2,1.0986122886681098
A_111888,A_382088,2,1.0986122886681098
A_111888,A_48248,2,1.0986122886681098
A_111888,A_30755,2,1.0986122886681098
A_111888,A_461862,2,1.0986122886681098
A_56658,A_53685,2,1.0986122886681098
A_56658,A_55096,2,1.0986122886681098
A_56658,A_43305,2,1.0986122886681098
A_56658,A_97368,2,1.0986122886681098
A_56658,A_35351,2,1.0986122886681098
A_56658,A_93030,2,1.0986122886681098
A_56658,A_68204,2,1.0986122886681098
A_56658,A_39472,2,1.0986122886681098
A_56658,A_69051,2,1.0986122886681098
A_56658,A_16524,2,1.0986122886681098
A_490578,A_412364,2,1.0986122886681098
A_499943,A_493959,2,1.0986122886681098
A_499943,A_498179,2,1.0986122886681098
A_45980,A_42958,2,1.0986122886681098
A_94054,A_94057,2,1.0986122886681098
A_64616,A_118166,2,1.0986122886681098
A_64616,A_44819,2,1.0986122886681098
A_64616,A_117759,2,1.0986122886681098
A_64616,A_34754,2,1.0986122886681098
A_78957,A_74035,2,1.0986122886681098
A_78957,A_92891,2,1.0986122886681098
A_78957,A_92896,2,1.0986122886681098
A_78957,A_92887,2,1.0986122886681098
A_78957,A_92888,2,1.0986122886681098
A_78957,A_69723,2,1.0986122886681098
A_78957,A_92894,2,1.0986122886681098
A_81841,A_81212,2,1.0986122886681098
A_95056,A_95057,3,1.3862943611198906
A_88631,A_88627,2,1.0986122886681098
A_88631,A_88629,2,1.0986122886681098
A_88631,A_72278,3,1.3862943611198906
A_103601,A_57813,2,1.0986122886681098
A_103601,A_58117,2,1.0986122886681098
A_103601,A_95131,2,1.0986122886681098
A_103601,A_50869,2,1.0986122886681098
A_103601,A_101624,2,1.0986122886681098
A_103601,A_32653,2,1.0986122886681098
A_103601,A_93313,2,1.0986122886681098
A_60417,A_33868,2,1.0986122886681098
A_60417,A_8543,2,1.0986122886681098
A_60417,A_34390,2,1.0986122886681098
A_60417,A_78549,2,1.0986122886681098
A_60417,A_78633,2,1.0986122886681098
A_60417,A_98150,2,1.0986122886681098
A_78061,A_36274,2,1.0986122886681098
A_78061,A_86532,2,1.0986122886681098
A_78061,A_86552,2,1.0986122886681098
A_78061,A_86554,2,1.0986122886681098
A_78061,A_85362,3,1.3862943611198906
A_78061,A_78051,2,1.0986122886681098
A_78061,A_88198,2,1.0986122886681098
A_78061,A_14401,2,1.0986122886681098
A_78061,A_81069,2,1.0986122886681098
A_78061,A_86548,2,1.0986122886681098
A_78061,A_50172,2,1.0986122886681098
A_78061,A_86550,2,1.0986122886681098
A_78061,A_86528,2,1.0986122886681098
A_78061,A_61342,2,1.0986122886681098
A_78061,A_78058,2,1.0986122886681098
A_78061,A_35029,2,1.0986122886681098
A_78061,A_83056,2,1.0986122886681098
A_78061,A_42154,2,1.0986122886681098
A_78061,A_86555,2,1.0986122886681098
A_78061,A_81278,2,1.0986122886681098
A_78061,A_76735,2,1.0986122886681098
A_78061,A_79101,2,1.0986122886681098
A_78061,A_75377,2,1.0986122886681098
A_452345,A_452466,2,1.0986122886681098
A_452345,A_452339,2,1.0986122886681098
A_100587,A_100572,2,1.0986122886681098
A_100587,A_100567,2,1.0986122886681098
A_100587,A_100593,2,1.0986122886681098
A_100587,A_100569,2,1.0986122886681098
A_100587,A_100580,2,1.0986122886681098
A_100587,A_100588,2,1.0986122886681098
A_100587,A_100576,2,1.0986122886681098
A_100587,A_100573,2,1.0986122886681098
A_113299,A_92408,2,1.0986122886681098
A_113299,A_113302,2,1.0986122886681098
A_40547,A_91927,2,1.0986122886681098
A_40547,A_9565,2,1.0986122886681098
A_40547,A_68741,2,1.0986122886681098
A_40547,A_79366,2,1.0986122886681098
A_40547,A_78010,2,1.0986122886681098
A_40547,A_91915,2,1.0986122886681098
A_40547,A_78015,2,1.0986122886681098
A_117773,A_42303,2,1.0986122886681098
A_521264,A_478736,2,1.0986122886681098
A_521264,A_491588,3,1.3862943611198906
A_521264,A_37289,2,1.0986122886681098
A_521264,A_500547,2,1.0986122886681098
A_521264,A_74849,2,1.0986122886681098
A_521264,A_513003,2,1.0986122886681098
A_74714,A_74737,2,1.0986122886681098
A_83007,A_34285,2,1.0986122886681098
A_83007,A_101469,3,1.3862943611198906
A_83007,A_74379,2,1.0986122886681098
A_83007,A_76149,2,1.0986122886681098
A_83007,A_81933,2,1.0986122886681098
A_83007,A_97316,2,1.0986122886681098
A_83007,A_409422,2,1.0986122886681098
A_83007,A_34891,3,1.3862943611198906
A_83007,A_70151,2,1.0986122886681098
A_83007,A_70646,2,1.0986122886681098
A_83007,A_64758,2,1.0986122886681098
A_83007,A_48517,2,1.0986122886681098
A_83007,A_112654,2,1.0986122886681098
A_45664,A_380156,2,1.0986122886681098
A_107322,A_64610,2,1.0986122886681098
A_88629,A_1506,2,1.0986122886681098
A_88629,A_88628,2,1.0986122886681098
A_88629,A_88616,2,1.0986122886681098
A_88629,A_72278,2,1.0986122886681098
A_88629,A_78514,2,1.0986122886681098
A_88629,A_77001,2,1.0986122886681098
A_88629,A_81305,2,1.0986122886681098
A_469241,A_453377,2,1.0986122886681098
A_469241,A_469247,2,1.0986122886681098
A_76133,A_108378,2,1.0986122886681098
A_76133,A_75717,2,1.0986122886681098
A_72589,A_86095,2,1.0986122886681098
A_114473,A_117354,2,1.0986122886681098
A_114473,A_94807,2,1.0986122886681098
A_114473,A_46056,2,1.0986122886681098
A_114473,A_96363,2,1.0986122886681098
A_114473,A_65014,2,1.0986122886681098
A_114473,A_116637,2,1.0986122886681098
A_29617,A_40333,2,1.0986122886681098
A_29617,A_52772,2,1.0986122886681098
A_29617,A_67059,2,1.0986122886681098
A_29617,A_21965,2,1.0986122886681098
A_29617,A_46931,2,1.0986122886681098
A_29617,A_36466,2,1.0986122886681098
A_29617,A_33688,2,1.0986122886681098
A_29617,A_60615,2,1.0986122886681098
A_29617,A_29692,2,1.0986122886681098
A_29617,A_56748,2,1.0986122886681098
A_29617,A_58003,2,1.0986122886681098
A_29617,A_22128,2,1.0986122886681098
A_29617,A_53242,2,1.0986122886681098
A_29617,A_34695,2,1.0986122886681098
A_29617,A_54334,2,1.0986122886681098
A_29617,A_33127,2,1.0986122886681098
A_422092,A_103130,2,1.0986122886681098
A_422092,A_65694,2,1.0986122886681098
A_422092,A_422096,2,1.0986122886681098
A_57505,A_14688,2,1.0986122886681098
A_57505,A_38426,2,1.0986122886681098
A_57505,A_50210,2,1.0986122886681098
A_57505,A_35167,2,1.0986122886681098
A_57505,A_51069,2,1.0986122886681098
A_57505,A_60120,2,1.0986122886681098
A_57505,A_63638,2,1.0986122886681098
A_57505,A_30504,2,1.0986122886681098
A_53068,A_67758,2,1.0986122886681098
A_53068,A_105400,2,1.0986122886681098
A_103545,A_81082,2,1.0986122886681098
A_103545,A_479778,3,1.3862943611198906
A_103545,A_111376,3,1.3862943611198906
A_103545,A_103577,2,1.0986122886681098
A_103545,A_449304,3,1.3862943611198906
A_103545,A_103563,4,1.6094379124341003
A_103545,A_50125,5,1.791759469228055
A_103545,A_479777,3,1.3862943611198906
A_103545,A_88902,2,1.0986122886681098
A_103545,A_103569,2,1.0986122886681098
A_103545,A_103558,4,1.6094379124341003
A_103545,A_111423,3,1.3862943611198906
A_103545,A_103561,3,1.3862943611198906
A_103545,A_481254,3,1.3862943611198906
A_103545,A_48407,2,1.0986122886681098
A_103545,A_103576,2,1.0986122886681098
A_103545,A_56250,7,2.0794415416798357
A_103545,A_479787,3,1.3862943611198906
A_103545,A_479789,3,1.3862943611198906
A_103545,A_481257,2,1.0986122886681098
A_103545,A_103572,2,1.0986122886681098
A_103545,A_103548,10,2.3978952727983707
A_103545,A_103570,3,1.3862943611198906
A_103545,A_103560,3,1.3862943611198906
A_103545,A_479791,3,1.3862943611198906
A_103545,A_479779,3,1.3862943611198906
A_103545,A_103565,3,1.3862943611198906
A_103545,A_57362,3,1.3862943611198906
A_103545,A_479780,3,1.3862943611198906
A_103545,A_481292,2,1.0986122886681098
A_103545,A_479775,3,1.3862943611198906
A_103545,A_95131,9,2.302585092994046
A_103545,A_103562,2,1.0986122886681098
A_103545,A_472407,2,1.0986122886681098
A_103545,A_479790,3,1.3862943611198906
A_103545,A_96594,3,1.3862943611198906
A_103545,A_37981,3,1.3862943611198906
A_103545,A_479785,3,1.3862943611198906
A_103545,A_479793,3,1.3862943611198906
A_103545,A_103568,3,1.3862943611198906
A_103545,A_479788,3,1.3862943611198906
A_103545,A_471120,2,1.0986122886681098
A_103545,A_103555,3,1.3862943611198906
A_103545,A_410813,3,1.3862943611198906
A_103545,A_57331,6,1.9459101490553132
A_103545,A_479776,3,1.3862943611198906
A_103545,A_89002,3,1.3862943611198906
A_103545,A_103552,5,1.791759469228055
A_103545,A_103556,5,1.791759469228055
A_103545,A_103559,4,1.6094379124341003
A_103545,A_528673,2,1.0986122886681098
A_103545,A_103566,3,1.3862943611198906
A_103545,A_479195,4,1.6094379124341003
A_103545,A_103553,3,1.3862943611198906
A_103545,A_479794,2,1.0986122886681098
A_103545,A_81091,3,1.3862943611198906
A_103545,A_481291,2,1.0986122886681098
A_103545,A_103564,3,1.3862943611198906
A_103545,A_419147,2,1.0986122886681098
A_103545,A_95879,2,1.0986122886681098
A_103545,A_479792,3,1.3862943611198906
A_103545,A_58117,7,2.0794415416798357
A_103545,A_479784,3,1.3862943611198906
A_103545,A_479722,2,1.0986122886681098
A_103545,A_103573,3,1.3862943611198906
A_103545,A_103554,3,1.3862943611198906
A_103545,A_104107,2,1.0986122886681098
A_103545,A_103549,7,2.0794415416798357
A_103545,A_479782,3,1.3862943611198906
A_103545,A_479783,3,1.3862943611198906
A_103545,A_479786,3,1.3862943611198906
A_103545,A_472336,2,1.0986122886681098
A_103545,A_103546,3,1.3862943611198906
A_103545,A_481259,2,1.0986122886681098
A_103545,A_472426,2,1.0986122886681098
A_103545,A_103547,5,1.791759469228055
A_103545,A_11371,3,1.3862943611198906
A_103545,A_481293,2,1.0986122886681098
A_103545,A_68517,5,1.791759469228055
A_103545,A_481253,3,1.3862943611198906
A_103545,A_81094,2,1.0986122886681098
A_103545,A_99483,3,1.3862943611198906
A_103545,A_456421,3,1.3862943611198906
A_103545,A_103557,5,1.791759469228055
A_103545,A_481255,2,1.0986122886681098
A_103545,A_55623,3,1.3862943611198906
A_103545,A_103571,2,1.0986122886681098
A_103545,A_103575,2,1.0986122886681098
A_103545,A_54135,3,1.3862943611198906
A_103545,A_103551,5,1.791759469228055
A_103545,A_481264,2,1.0986122886681098
A_103545,A_103567,3,1.3862943611198906
A_35426,A_81410,2,1.0986122886681098
A_77061,A_95573,2,1.0986122886681098
A_77061,A_64208,2,1.0986122886681098
A_31908,A_57748,2,1.0986122886681098
A_378233,A_111162,2,1.0986122886681098
A_87666,A_103626,2,1.0986122886681098
A_35584,A_382838,2,1.0986122886681098
A_35584,A_97813,2,1.0986122886681098
A_35584,A_382984,2,1.0986122886681098
A_35584,A_60305,2,1.0986122886681098
A_35584,A_46120,2,1.0986122886681098
A_35584,A_46777,2,1.0986122886681098
A_35584,A_32095,2,1.0986122886681098
A_35584,A_49094,3,1.3862943611198906
A_35584,A_378132,2,1.0986122886681098
A_35584,A_378222,3,1.3862943611198906
A_35584,A_42401,2,1.0986122886681098
A_35584,A_48768,2,1.0986122886681098
A_35584,A_52148,2,1.0986122886681098
A_35584,A_64054,2,1.0986122886681098
A_35584,A_97797,2,1.0986122886681098
A_35584,A_92496,3,1.3862943611198906
A_35584,A_66955,2,1.0986122886681098
A_35584,A_92287,2,1.0986122886681098
A_35584,A_378216,3,1.3862943611198906
A_35584,A_53589,3,1.3862943611198906
A_35584,A_59411,2,1.0986122886681098
A_35584,A_34023,2,1.0986122886681098
A_35584,A_97784,4,1.6094379124341003
A_35584,A_382836,2,1.0986122886681098
A_35584,A_46170,3,1.3862943611198906
A_35584,A_53067,2,1.0986122886681098
A_35584,A_68634,3,1.3862943611198906
A_35584,A_382991,2,1.0986122886681098
A_35584,A_33868,2,1.0986122886681098
A_35584,A_378220,3,1.3862943611198906
A_35584,A_49109,2,1.0986122886681098
A_35584,A_382837,2,1.0986122886681098
A_35584,A_41614,3,1.3862943611198906
A_35584,A_113461,2,1.0986122886681098
A_35584,A_68597,2,1.0986122886681098
A_35584,A_60374,2,1.0986122886681098
A_35584,A_68113,2,1.0986122886681098
A_35584,A_29633,2,1.0986122886681098
A_35584,A_57568,2,1.0986122886681098
A_35584,A_30866,4,1.6094379124341003
A_35584,A_41881,3,1.3862943611198906
A_35584,A_378217,3,1.3862943611198906
A_35584,A_53618,2,1.0986122886681098
A_35584,A_38476,2,1.0986122886681098
A_35584,A_49294,2,1.0986122886681098
A_35584,A_58280,2,1.0986122886681098
A_35584,A_43974,2,1.0986122886681098
A_35584,A_115253,2,1.0986122886681098
A_35584,A_378212,2,1.0986122886681098
A_35584,A_68340,3,1.3862943611198906
A_35584,A_40262,2,1.0986122886681098
A_35584,A_29775,2,1.0986122886681098
A_35584,A_68193,3,1.3862943611198906
A_35584,A_44722,2,1.0986122886681098
A_35584,A_45050,2,1.0986122886681098
A_35584,A_378209,2,1.0986122886681098
A_35584,A_96794,2,1.0986122886681098
A_35584,A_502013,2,1.0986122886681098
A_35584,A_68072,2,1.0986122886681098
A_35584,A_41138,2,1.0986122886681098
A_35584,A_54581,2,1.0986122886681098
A_35584,A_378213,2,1.0986122886681098
A_35584,A_58020,2,1.0986122886681098
A_35584,A_111162,3,1.3862943611198906
A_35584,A_113763,2,1.0986122886681098
A_35584,A_33049,2,1.0986122886681098
A_35584,A_31134,3,1.3862943611198906
A_35584,A_65665,3,1.3862943611198906
A_35584,A_382988,2,1.0986122886681098
A_35584,A_29373,2,1.0986122886681098
A_35584,A_87854,2,1.0986122886681098
A_35584,A_33694,2,1.0986122886681098
A_35584,A_56082,2,1.0986122886681098
A_35584,A_54098,2,1.0986122886681098
A_35584,A_64198,2,1.0986122886681098
A_68832,A_51175,2,1.0986122886681098
A_68832,A_25899,2,1.0986122886681098
A_68832,A_29740,2,1.0986122886681098
A_68832,A_65146,2,1.0986122886681098
A_493660,A_493663,2,1.0986122886681098
A_493660,A_493308,2,1.0986122886681098
A_493660,A_493661,2,1.0986122886681098
A_493660,A_493662,2,1.0986122886681098
A_57474,A_40328,2,1.0986122886681098
A_57474,A_99760,2,1.0986122886681098
A_90306,A_51284,2,1.0986122886681098
A_90306,A_6934,2,1.0986122886681098
A_106304,A_41629,2,1.0986122886681098
A_106304,A_113523,2,1.0986122886681098
A_96727,A_71698,2,1.0986122886681098
A_96727,A_87844,3,1.3862943611198906
A_96727,A_70135,4,1.6094379124341003
A_96727,A_72782,2,1.0986122886681098
A_96727,A_42398,4,1.6094379124341003
A_96727,A_89212,3,1.3862943611198906
A_96727,A_67562,3,1.3862943611198906
A_96727,A_38645,4,1.6094379124341003
A_96727,A_44730,2,1.0986122886681098
A_96727,A_73541,4,1.6094379124341003
A_96727,A_83277,4,1.6094379124341003
A_96727,A_52528,3,1.3862943611198906
A_96727,A_71977,2,1.0986122886681098
A_96727,A_74500,2,1.0986122886681098
A_472426,A_472425,2,1.0986122886681098
A_472426,A_96595,2,1.0986122886681098
A_472426,A_103563,2,1.0986122886681098
A_472426,A_472336,4,1.6094379124341003
A_472426,A_469190,2,1.0986122886681098
A_472426,A_81079,2,1.0986122886681098
A_472426,A_472407,2,1.0986122886681098
A_472426,A_472427,2,1.0986122886681098
A_472426,A_472423,2,1.0986122886681098
A_472426,A_472142,3,1.3862943611198906
A_472426,A_472341,2,1.0986122886681098
A_472426,A_419147,3,1.3862943611198906
A_472426,A_471120,2,1.0986122886681098
A_472426,A_472355,3,1.3862943611198906
A_472426,A_101985,2,1.0986122886681098
A_114281,A_115933,2,1.0986122886681098
A_114281,A_393871,2,1.0986122886681098
A_114281,A_115938,2,1.0986122886681098
A_114281,A_5198,2,1.0986122886681098
A_114281,A_30433,2,1.0986122886681098
A_114281,A_23419,2,1.0986122886681098
A_114281,A_39757,2,1.0986122886681098
A_80774,A_80775,2,1.0986122886681098
A_80774,A_481842,2,1.0986122886681098
A_80774,A_481907,3,1.3862943611198906
A_80774,A_15767,3,1.3862943611198906
A_80774,A_81694,3,1.3862943611198906
A_80774,A_80788,2,1.0986122886681098
A_80774,A_32980,2,1.0986122886681098
A_80774,A_481865,2,1.0986122886681098
A_80774,A_481858,2,1.0986122886681098
A_80774,A_7573,3,1.3862943611198906
A_80774,A_481847,2,1.0986122886681098
A_80774,A_58218,2,1.0986122886681098
A_80774,A_80787,2,1.0986122886681098
A_80774,A_481908,3,1.3862943611198906
A_80774,A_481846,2,1.0986122886681098
A_80774,A_71899,2,1.0986122886681098
A_80774,A_481906,3,1.3862943611198906
A_80774,A_80772,2,1.0986122886681098
A_80774,A_80790,2,1.0986122886681098
A_80774,A_80792,2,1.0986122886681098
A_80774,A_46905,3,1.3862943611198906
A_80774,A_481880,2,1.0986122886681098
A_80774,A_80794,2,1.0986122886681098
A_80774,A_481861,2,1.0986122886681098
A_80774,A_80780,2,1.0986122886681098
A_80774,A_81649,2,1.0986122886681098
A_80774,A_80786,2,1.0986122886681098
A_80774,A_459117,2,1.0986122886681098
A_80774,A_481883,2,1.0986122886681098
A_80774,A_70984,2,1.0986122886681098
A_80774,A_481904,2,1.0986122886681098
A_80774,A_80789,2,1.0986122886681098
A_80774,A_80777,2,1.0986122886681098
A_80774,A_65607,2,1.0986122886681098
A_80774,A_481879,2,1.0986122886681098
A_80774,A_80783,2,1.0986122886681098
A_80774,A_490091,2,1.0986122886681098
A_80774,A_80784,2,1.0986122886681098
A_80774,A_44405,2,1.0986122886681098
A_80774,A_481843,3,1.3862943611198906
A_80774,A_81674,3,1.3862943611198906
A_80774,A_481845,3,1.3862943611198906
A_80774,A_481859,3,1.3862943611198906
A_80774,A_80785,3,1.3862943611198906
A_80774,A_80796,2,1.0986122886681098
A_80774,A_481905,2,1.0986122886681098
A_80774,A_79282,2,1.0986122886681098
A_80774,A_81651,2,1.0986122886681098
A_80774,A_80791,2,1.0986122886681098
A_80774,A_81670,2,1.0986122886681098
A_80774,A_70298,2,1.0986122886681098
A_80774,A_80778,2,1.0986122886681098
A_80774,A_45751,2,1.0986122886681098
A_80774,A_15057,3,1.3862943611198906
A_47213,A_68780,3,1.3862943611198906
A_47213,A_39374,2,1.0986122886681098
A_47213,A_67281,2,1.0986122886681098
A_47213,A_52103,3,1.3862943611198906
A_47213,A_67883,3,1.3862943611198906
A_47213,A_14254,3,1.3862943611198906
A_47213,A_5481,2,1.0986122886681098
A_47213,A_68630,3,1.3862943611198906
A_47213,A_68131,3,1.3862943611198906
A_47213,A_53957,2,1.0986122886681098
A_47213,A_48507,3,1.3862943611198906
A_47213,A_34325,2,1.0986122886681098
A_45056,A_491466,2,1.0986122886681098
A_45056,A_101680,2,1.0986122886681098
A_45056,A_75717,2,1.0986122886681098
A_45056,A_95996,2,1.0986122886681098
A_114920,A_80703,2,1.0986122886681098
A_114920,A_11149,2,1.0986122886681098
A_114920,A_112074,2,1.0986122886681098
A_114920,A_114915,2,1.0986122886681098
A_114920,A_88653,2,1.0986122886681098
A_102273,A_99331,2,1.0986122886681098
A_73393,A_65663,2,1.0986122886681098
A_68815,A_14598,2,1.0986122886681098
A_67254,A_9057,2,1.0986122886681098
A_472355,A_472383,2,1.0986122886681098
A_472355,A_472425,2,1.0986122886681098
A_472355,A_377826,3,1.3862943611198906
A_472355,A_96595,5,1.791759469228055
A_472355,A_103563,6,1.9459101490553132
A_472355,A_472350,2,1.0986122886681098
A_472355,A_472336,5,1.791759469228055
A_472355,A_469190,6,1.9459101490553132
A_472355,A_93310,3,1.3862943611198906
A_472355,A_81079,3,1.3862943611198906
A_472355,A_472346,3,1.3862943611198906
A_472355,A_472407,2,1.0986122886681098
A_472355,A_472427,2,1.0986122886681098
A_472355,A_472351,2,1.0986122886681098
A_472355,A_472423,2,1.0986122886681098
A_472355,A_472142,6,1.9459101490553132
A_472355,A_472347,2,1.0986122886681098
A_472355,A_472352,3,1.3862943611198906
A_472355,A_472341,4,1.6094379124341003
A_472355,A_471124,2,1.0986122886681098
A_472355,A_419147,4,1.6094379124341003
A_472355,A_88807,2,1.0986122886681098
A_472355,A_472365,3,1.3862943611198906
A_472355,A_472357,3,1.3862943611198906
A_472355,A_101985,3,1.3862943611198906
A_472355,A_472120,2,1.0986122886681098
A_93714,A_93695,3,1.3862943611198906
A_93714,A_93704,3,1.3862943611198906
A_93714,A_93711,3,1.3862943611198906
A_93714,A_93716,3,1.3862943611198906
A_93714,A_93701,3,1.3862943611198906
A_93714,A_93699,3,1.3862943611198906
A_93714,A_93691,3,1.3862943611198906
A_93714,A_93692,3,1.3862943611198906
A_93714,A_93702,3,1.3862943611198906
A_93714,A_93703,3,1.3862943611198906
A_93714,A_93693,3,1.3862943611198906
A_93714,A_92816,2,1.0986122886681098
A_93714,A_93717,3,1.3862943611198906
A_93714,A_92820,3,1.3862943611198906
A_93714,A_93709,3,1.3862943611198906
A_93714,A_93694,3,1.3862943611198906
A_93714,A_92813,3,1.3862943611198906
A_93714,A_93712,3,1.3862943611198906
A_93714,A_93708,3,1.3862943611198906
A_93714,A_92818,3,1.3862943611198906
A_93714,A_93705,3,1.3862943611198906
A_93714,A_92815,3,1.3862943611198906
A_93714,A_93994,2,1.0986122886681098
A_93714,A_92814,2,1.0986122886681098
A_93714,A_92812,3,1.3862943611198906
A_93714,A_93992,2,1.0986122886681098
A_93714,A_92817,2,1.0986122886681098
A_93714,A_93710,3,1.3862943611198906
A_93714,A_93696,3,1.3862943611198906
A_93714,A_93697,3,1.3862943611198906
A_93714,A_93707,3,1.3862943611198906
A_93714,A_93706,3,1.3862943611198906
A_93714,A_93700,3,1.3862943611198906
A_93714,A_93715,3,1.3862943611198906
A_93714,A_92819,3,1.3862943611198906
A_93714,A_93698,3,1.3862943611198906
A_51900,A_113731,2,1.0986122886681098
A_51900,A_66798,2,1.0986122886681098
A_51900,A_113729,2,1.0986122886681098
A_51900,A_65087,2,1.0986122886681098
A_51900,A_60413,2,1.0986122886681098
A_51900,A_62947,2,1.0986122886681098
A_51900,A_29370,2,1.0986122886681098
A_51900,A_49255,2,1.0986122886681098
A_51900,A_14264,2,1.0986122886681098
A_51900,A_69092,2,1.0986122886681098
A_51900,A_113733,2,1.0986122886681098
A_51900,A_43974,2,1.0986122886681098
A_51900,A_67739,2,1.0986122886681098
A_51900,A_40337,2,1.0986122886681098
A_51900,A_30362,2,1.0986122886681098
A_51900,A_60116,2,1.0986122886681098
A_51900,A_61499,2,1.0986122886681098
A_51900,A_65066,2,1.0986122886681098
A_51900,A_24054,2,1.0986122886681098
A_51900,A_68870,2,1.0986122886681098
A_51900,A_67245,2,1.0986122886681098
A_51900,A_69115,2,1.0986122886681098
A_51900,A_56506,2,1.0986122886681098
A_51900,A_43858,2,1.0986122886681098
A_51900,A_57217,2,1.0986122886681098
A_51900,A_41765,2,1.0986122886681098
A_51900,A_60671,2,1.0986122886681098
A_51900,A_46705,2,1.0986122886681098
A_96719,A_96720,2,1.0986122886681098
A_88010,A_88008,2,1.0986122886681098
A_88010,A_88009,2,1.0986122886681098
A_16510,A_88894,2,1.0986122886681098
A_97807,A_97813,2,1.0986122886681098
A_97807,A_29701,2,1.0986122886681098
A_97807,A_97786,2,1.0986122886681098
A_97807,A_68113,2,1.0986122886681098
A_97807,A_30866,2,1.0986122886681098
A_97807,A_15421,2,1.0986122886681098
A_97807,A_97784,2,1.0986122886681098
A_97807,A_97809,2,1.0986122886681098
A_57524,A_42296,2,1.0986122886681098
A_67628,A_381707,2,1.0986122886681098
A_67628,A_381706,2,1.0986122886681098
A_51250,A_48682,2,1.0986122886681098
A_51250,A_114343,2,1.0986122886681098
A_51250,A_112508,2,1.0986122886681098
A_51250,A_113878,2,1.0986122886681098
A_383656,A_62029,2,1.0986122886681098
A_383656,A_41450,6,1.9459101490553132
A_383656,A_44182,3,1.3862943611198906
A_383656,A_67331,5,1.791759469228055
A_383656,A_51883,2,1.0986122886681098
A_383656,A_38432,7,2.0794415416798357
A_383656,A_49912,3,1.3862943611198906
A_383656,A_79471,8,2.1972245773362196
A_383656,A_67650,2,1.0986122886681098
A_383656,A_40746,2,1.0986122886681098
A_383656,A_59348,6,1.9459101490553132
A_383656,A_35415,4,1.6094379124341003
A_383656,A_383660,7,2.0794415416798357
A_383656,A_41408,3,1.3862943611198906
A_383656,A_32050,3,1.3862943611198906
A_383656,A_383657,5,1.791759469228055
A_383656,A_58434,2,1.0986122886681098
A_383656,A_391062,3,1.3862943611198906
A_383656,A_48407,3,1.3862943611198906
