id,x,y,size
A_62212,263.4849548339844,-120.88833618164062,18.47591585124231
A_473418,201.0818023681641,96.77013397216795,10.69291990532469
A_113710,263.3802185058594,-45.68680953979492,18.776662945765047
A_64795,200.77186584472656,97.1920928955078,10.69291990532469
A_61680,157.58811950683594,33.302947998046875,13.541605170665227
A_36547,326.9957275390625,31.542150497436523,11.949877133376647
A_40299,97.48892211914062,-51.45497512817383,15.117909677137703
A_9087,147.53115844726562,77.85350799560547,10.454917979806627
A_51217,129.4819793701172,67.046142578125,10.69291990532469
A_68244,57.26914596557617,90.23429107666016,10.327671938205027
A_55656,133.49285888671875,79.10628509521484,8.298253225748663
A_56385,133.39732360839844,79.541015625,8.298253225748663
A_56458,133.5272979736328,78.8428726196289,8.298253225748663
A_63805,122.9242935180664,92.30599975585938,10.576506735789549
A_66813,57.34368515014648,119.98333740234376,13.501081516568831
A_31701,232.438720703125,53.6646614074707,15.437568311903002
A_32512,232.4452209472656,52.84576797485352,13.951735948988073
A_92403,238.694091796875,69.17890930175781,18.560687489363197
A_33906,236.6582489013672,73.46647644042969,16.380809329038012
A_439049,235.55650329589844,56.0409049987793,10.576506735789549
A_67459,240.24822998046875,54.81698989868164,12.96124492307974
A_40298,236.11851501464844,55.47931289672851,10.576506735789549
A_41754,235.47756958007812,56.35287857055664,10.576506735789549
A_439043,235.13685607910156,55.404727935791016,10.576506735789549
A_67765,271.416748046875,4.896763801574707,13.951735948988073
A_66603,236.09808349609375,56.00335311889648,10.576506735789549
A_45695,271.93585205078125,-50.82963180541992,15.355911602655762
A_439044,235.2882537841797,55.896018981933594,10.576506735789549
A_439047,235.6688232421875,55.85856628417969,10.576506735789549
A_53589,273.2121276855469,-124.91091918945312,20.0
A_12160,235.96974182128903,55.68165588378906,10.576506735789549
A_54967,235.4586181640625,55.708045959472656,10.576506735789549
A_57599,235.89794921875,55.426483154296875,10.576506735789549
A_63039,237.52149963378903,49.30995559692383,12.090179508224212
A_68964,291.11944580078125,74.64130401611328,13.620894682342328
A_64210,316.2018737792969,-257.2940979003906,16.12722162561544
A_439048,235.4335174560547,55.36760330200195,10.576506735789549
A_31269,237.5367126464844,77.66744995117188,16.264396159502876
A_32703,228.88531494140625,48.377288818359375,9.583852564951101
A_33282,228.83897399902344,47.975738525390625,9.583852564951101
A_33915,231.7705535888672,-224.26889038085935,14.368433018265101
A_34797,247.90785217285156,81.86578369140625,16.352167217887533
A_92588,229.1380920410156,48.0659065246582,9.583852564951101
A_43692,228.7719268798828,47.75249481201172,9.583852564951101
A_47124,83.81612396240234,72.68185424804688,11.949877133376647
A_8262,229.01612854003903,47.717811584472656,9.583852564951101
A_51539,229.30224609375,47.69465255737305,9.583852564951101
A_54656,176.8505859375,-112.77719116210938,14.308314188971387
A_68604,228.4979248046875,48.559940338134766,10.576506735789549
A_59675,221.31765747070312,-83.41500854492188,15.982802927008972
A_63302,231.48745727539065,53.17083740234375,16.765576200157486
A_64014,158.26097106933594,205.84085083007812,12.807823594443363
A_66036,228.2386932373047,48.76169967651367,9.583852564951101
A_32720,166.13565063476562,-96.07888793945312,10.454917979806627
A_66995,133.486328125,3.512340545654297,12.700543310259548
A_22390,130.85379028320312,3.103797674179077,8.010060963222726
A_45070,174.7122039794922,-84.63352966308594,13.845840274614421
A_52389,267.6069641113281,-81.6048583984375,15.184899881425245
A_53681,314.8602600097656,-60.59954833984375,15.228665561054166
A_68568,130.65191650390625,2.815643787384033,8.010060963222726
A_68583,126.17926025390624,1.440163016319275,13.845840274614421
A_65461,130.448486328125,2.5699448585510254,8.010060963222726
A_36760,140.96697998046875,-94.69114685058594,9.906024104460501
A_46809,156.80552673339844,-95.06509399414062,6.900993622849137
A_50102,172.8657989501953,-95.45829010009766,13.501081516568831
A_50243,111.56483459472656,162.46380615234375,16.638919471629713
A_57478,156.4297637939453,-95.42735290527344,6.900993622849137
A_60622,156.76931762695312,-94.53973388671876,6.900993622849137
A_29294,338.7120361328125,-30.184110641479492,15.631642355602658
A_397535,338.5025939941406,-29.894752502441406,17.069811304106686
A_397001,339.41229248046875,-29.274324417114254,16.1737150388313
A_30348,339.9706726074219,-29.42491340637207,15.864956539405112
A_30399,338.9901428222656,-30.28598976135254,15.687277425180302
A_31294,339.2865295410156,-30.077411651611328,15.162751609631803
A_397551,338.90948486328125,-30.009307861328125,15.162751609631803
A_32081,338.718017578125,-29.5740909576416,15.162751609631803
A_92313,339.6055603027344,-29.618080139160156,17.220613870818212
A_32526,339.6414794921875,-29.829456329345703,16.11154653044462
A_33288,339.3250732421875,-30.456918716430664,15.162751609631803
A_397533,338.8589172363281,-30.110198974609375,15.83033206920682
A_60201,339.2767639160156,-30.171070098876953,15.162751609631803
A_98401,339.31085205078125,-30.35968017578125,15.162751609631803
A_397546,270.54400634765625,-81.10751342773438,18.835362550818186
A_397429,339.5827331542969,-29.512510299682617,15.162751609631803
A_397563,339.3482360839844,-29.957841873168945,17.28278237920489
A_5198,339.1791076660156,-30.347387313842773,17.220613870818212
A_397540,338.42919921875,-30.230003356933594,16.234501909799253
A_98392,339.0860900878906,-29.840167999267575,15.162751609631803
A_34998,339.50079345703125,-29.92426490783691,15.982802927008972
A_35210,338.66424560546875,-29.535165786743164,15.162751609631803
